2021-11-22 07:38:12 LK Repeating  process in 189
2021-11-22 11:54:22 LK Repeating  process in 3171
2021-11-22 11:54:23 LK Repeating  process in 3170
2021-11-22 11:54:24 LK Repeating  process in 3169
2021-11-22 11:54:25 LK Repeating  process in 3168
2021-11-22 11:54:25 LW Converting from NSML to dict
2021-11-22 11:54:25 LW Calculating backtimes
2021-11-22 11:54:25 LW Converting dict to json
2021-11-22 11:54:26 LK Repeating  process in 3167
2021-11-22 11:54:27 LK Repeating  process in 3166
2021-11-22 11:54:28 LK Repeating  process in 3165
2021-11-22 11:54:29 LK Repeating  process in 3164
2021-11-22 11:54:30 LK Repeating  process in 3163
2021-11-22 11:54:30 LW Uploading json files to AWS
2021-11-22 11:54:30 LW Repeating  process in 59
2021-11-22 11:54:31 LK Repeating  process in 3162
2021-11-22 11:54:31 LW Repeating  process in 58
2021-11-22 11:54:32 LK Repeating  process in 3161
2021-11-22 11:54:32 LW Repeating  process in 57
2021-11-22 11:54:33 LK Repeating  process in 3160
2021-11-22 11:54:33 LW Repeating  process in 56
2021-11-22 11:54:34 LK Repeating  process in 3159
2021-11-22 11:54:34 LW Repeating  process in 55
2021-11-22 11:54:35 LK Repeating  process in 3158
2021-11-22 11:54:35 LW Repeating  process in 54
2021-11-22 11:54:36 LK Repeating  process in 3157
2021-11-22 11:54:36 LW Repeating  process in 53
2021-11-22 11:54:37 LK Repeating  process in 3156
2021-11-22 11:54:37 LW Repeating  process in 52
2021-11-22 11:54:38 LK Repeating  process in 3155
2021-11-22 11:54:38 LW Repeating  process in 51
2021-11-22 11:54:39 LK Repeating  process in 3154
2021-11-22 11:54:39 LW Repeating  process in 50
2021-11-22 11:54:40 LK Repeating  process in 3153
2021-11-22 11:54:40 LW Repeating  process in 49
2021-11-22 11:54:41 LK Repeating  process in 3152
2021-11-22 11:54:41 LW Repeating  process in 48
2021-11-22 11:54:42 LK Repeating  process in 3151
2021-11-22 11:54:42 LW Repeating  process in 47
2021-11-22 11:54:43 LK Repeating  process in 3150
2021-11-22 11:54:43 LW Repeating  process in 46
2021-11-22 11:54:44 LK Repeating  process in 3149
2021-11-22 11:54:44 LW Repeating  process in 45
2021-11-22 11:54:45 LK Repeating  process in 3148
2021-11-22 11:54:45 LW Repeating  process in 44
2021-11-22 11:54:46 LK Repeating  process in 3147
2021-11-22 11:54:46 LW Repeating  process in 43
2021-11-22 11:54:47 LK Repeating  process in 3146
2021-11-22 11:54:47 LW Repeating  process in 42
2021-11-22 11:54:48 LK Repeating  process in 3145
2021-11-22 11:54:48 LW Repeating  process in 41
2021-11-22 11:54:49 LK Repeating  process in 3144
2021-11-22 11:54:49 LW Repeating  process in 40
2021-11-22 11:54:50 LK Repeating  process in 3143
2021-11-22 11:54:50 LW Repeating  process in 39
2021-11-22 11:54:51 LK Repeating  process in 3142
2021-11-22 11:54:51 LW Repeating  process in 38
2021-11-22 11:54:52 LK Repeating  process in 3141
2021-11-22 11:54:52 LW Repeating  process in 37
2021-11-22 11:54:53 LK Repeating  process in 3140
2021-11-22 11:54:53 LW Repeating  process in 36
2021-11-22 11:54:54 LK Repeating  process in 3139
2021-11-22 11:54:54 LW Repeating  process in 35
2021-11-22 11:54:55 LK Repeating  process in 3138
2021-11-22 11:54:55 LW Repeating  process in 34
2021-11-22 11:54:56 LK Repeating  process in 3137
2021-11-22 11:54:56 LW Repeating  process in 33
2021-11-22 11:54:57 LK Repeating  process in 3136
2021-11-22 11:54:57 LW Repeating  process in 32
2021-11-22 11:54:58 LK Repeating  process in 3135
2021-11-22 11:54:58 LW Repeating  process in 31
2021-11-22 11:54:59 LK Repeating  process in 3134
2021-11-22 11:54:59 LW Repeating  process in 30
2021-11-22 11:55:00 LK Repeating  process in 3133
2021-11-22 11:55:00 LW Repeating  process in 29
2021-11-22 11:55:01 LK Repeating  process in 3132
2021-11-22 11:55:01 LW Repeating  process in 28
2021-11-22 11:55:02 LK Repeating  process in 3131
2021-11-22 11:55:02 LW Repeating  process in 27
2021-11-22 11:55:03 LK Repeating  process in 3130
2021-11-22 11:55:03 LW Repeating  process in 26
2021-11-22 11:55:04 LK Repeating  process in 3129
2021-11-22 11:55:04 LW Repeating  process in 25
2021-11-22 11:55:05 LK Repeating  process in 3128
2021-11-22 11:55:05 LW Repeating  process in 24
2021-11-22 11:55:06 LK Repeating  process in 3127
2021-11-22 11:55:06 LW Repeating  process in 23
2021-11-22 11:55:07 LK Repeating  process in 3126
2021-11-22 11:55:07 LW Repeating  process in 22
2021-11-22 11:55:08 LK Repeating  process in 3125
2021-11-22 11:55:08 LW Repeating  process in 21
2021-11-22 11:55:09 LK Repeating  process in 3124
2021-11-22 11:55:09 LW Repeating  process in 20
2021-11-22 11:55:10 LK Repeating  process in 3123
2021-11-22 11:55:10 LW Repeating  process in 19
2021-11-22 11:55:11 LK Repeating  process in 3122
2021-11-22 11:55:11 LW Repeating  process in 18
2021-11-22 11:55:12 LK Repeating  process in 3121
2021-11-22 11:55:12 LW Repeating  process in 17
2021-11-22 11:55:13 LK Repeating  process in 3120
2021-11-22 11:55:13 LW Repeating  process in 16
2021-11-22 11:55:14 LK Repeating  process in 3119
2021-11-22 11:55:14 LW Repeating  process in 15
2021-11-22 11:55:15 LK Repeating  process in 3118
2021-11-22 11:55:15 LW Repeating  process in 14
2021-11-22 11:55:16 LK Repeating  process in 3117
2021-11-22 11:55:16 LW Repeating  process in 13
2021-11-22 11:55:17 LK Repeating  process in 3116
2021-11-22 11:55:17 LW Repeating  process in 12
2021-11-22 11:55:18 LK Repeating  process in 3115
2021-11-22 11:55:18 LW Repeating  process in 11
2021-11-22 11:55:19 LK Repeating  process in 3114
2021-11-22 11:55:19 LW Repeating  process in 10
2021-11-22 11:55:20 LK Repeating  process in 3113
2021-11-22 11:55:20 LW Repeating  process in 9
2021-11-22 11:55:21 LK Repeating  process in 3112
2021-11-22 11:55:21 LW Repeating  process in 8
2021-11-22 11:55:22 LK Repeating  process in 3111
2021-11-22 11:55:22 LW Repeating  process in 7
2021-11-22 11:55:23 LK Repeating  process in 3110
2021-11-22 11:55:23 LW Repeating  process in 6
2021-11-22 11:55:24 LK Repeating  process in 3109
2021-11-22 11:55:24 LW Repeating  process in 5
2021-11-22 11:55:25 LK Repeating  process in 3108
2021-11-22 11:55:25 LW Repeating  process in 4
2021-11-22 11:55:26 LK Repeating  process in 3107
2021-11-22 11:55:26 LW Repeating  process in 3
2021-11-22 11:55:27 LK Repeating  process in 3106
2021-11-22 11:55:27 LW Repeating  process in 2
2021-11-22 11:55:28 LK Repeating  process in 3105
2021-11-22 11:55:28 LW Repeating  process in 1
2021-11-22 11:55:29 LK Repeating  process in 3104
2021-11-22 11:55:29 LW Repeating  process in 0
2021-11-22 11:55:30 LK Repeating  process in 3103
2021-11-22 11:55:30 LW Starting rundown download
2021-11-22 11:55:31 LK Repeating  process in 3102
2021-11-22 11:55:32 LK Repeating  process in 3101
2021-11-22 11:55:33 LK Repeating  process in 3100
2021-11-22 11:55:34 LK Repeating  process in 3099
2021-11-22 11:55:35 LK Repeating  process in 3098
2021-11-22 11:55:36 LK Repeating  process in 3097
2021-11-22 11:55:37 LK Repeating  process in 3096
2021-11-22 11:55:38 LK Repeating  process in 3095
2021-11-22 11:55:39 LK Repeating  process in 3094
2021-11-22 11:55:40 LK Repeating  process in 3093
2021-11-22 11:55:41 LK Repeating  process in 3092
2021-11-22 11:55:42 LK Repeating  process in 3091
2021-11-22 11:55:43 LK Repeating  process in 3090
2021-11-22 11:55:43 LW Converting from NSML to dict
2021-11-22 11:55:43 LW Calculating backtimes
2021-11-22 11:55:43 LW Converting dict to json
2021-11-22 11:55:44 LK Repeating  process in 3089
2021-11-22 11:55:45 LW Uploading json files to AWS
2021-11-22 11:55:45 LW Repeating  process in 59
2021-11-22 11:55:45 LK Repeating  process in 3088
2021-11-22 11:55:46 LW Repeating  process in 58
2021-11-22 11:55:46 LK Repeating  process in 3087
2021-11-22 11:55:47 LW Repeating  process in 57
2021-11-22 11:55:47 LK Repeating  process in 3086
2021-11-22 11:55:48 LW Repeating  process in 56
2021-11-22 11:55:48 LK Repeating  process in 3085
2021-11-22 11:55:49 LW Repeating  process in 55
2021-11-22 11:55:49 LK Repeating  process in 3084
2021-11-22 11:55:50 LW Repeating  process in 54
2021-11-22 11:55:50 LK Repeating  process in 3083
2021-11-22 11:55:51 LW Repeating  process in 53
2021-11-22 11:55:51 LK Repeating  process in 3082
2021-11-22 11:55:52 LW Repeating  process in 52
2021-11-22 11:55:52 LK Repeating  process in 3081
2021-11-22 11:55:53 LW Repeating  process in 51
2021-11-22 11:55:53 LK Repeating  process in 3080
2021-11-22 11:55:54 LW Repeating  process in 50
2021-11-22 11:55:54 LK Repeating  process in 3079
2021-11-22 11:55:55 LW Repeating  process in 49
2021-11-22 11:55:55 LK Repeating  process in 3078
2021-11-22 11:55:56 LW Repeating  process in 48
2021-11-22 11:55:56 LK Repeating  process in 3077
2021-11-22 11:55:57 LW Repeating  process in 47
2021-11-22 11:55:57 LK Repeating  process in 3076
2021-11-22 11:55:58 LW Repeating  process in 46
2021-11-22 11:55:58 LK Repeating  process in 3075
2021-11-22 11:55:59 LW Repeating  process in 45
2021-11-22 11:55:59 LK Repeating  process in 3074
2021-11-22 11:56:00 LW Repeating  process in 44
2021-11-22 11:56:00 LK Repeating  process in 3073
2021-11-22 11:56:01 LW Repeating  process in 43
2021-11-22 11:56:01 LK Repeating  process in 3072
2021-11-22 11:56:02 LW Repeating  process in 42
2021-11-22 11:56:02 LK Repeating  process in 3071
2021-11-22 11:56:03 LW Repeating  process in 41
2021-11-22 11:56:03 LK Repeating  process in 3070
2021-11-22 11:56:04 LW Repeating  process in 40
2021-11-22 11:56:04 LK Repeating  process in 3069
2021-11-22 11:56:05 LW Repeating  process in 39
2021-11-22 11:56:05 LK Repeating  process in 3068
2021-11-22 11:56:06 LW Repeating  process in 38
2021-11-22 11:56:06 LK Repeating  process in 3067
2021-11-22 11:56:07 LW Repeating  process in 37
2021-11-22 11:56:07 LK Repeating  process in 3066
2021-11-22 11:56:08 LW Repeating  process in 36
2021-11-22 11:56:08 LK Repeating  process in 3065
2021-11-22 11:56:09 LW Repeating  process in 35
2021-11-22 11:56:09 LK Repeating  process in 3064
2021-11-22 11:56:10 LW Repeating  process in 34
2021-11-22 11:56:10 LK Repeating  process in 3063
2021-11-22 11:56:11 LW Repeating  process in 33
2021-11-22 11:56:11 LK Repeating  process in 3062
2021-11-22 11:56:12 LW Repeating  process in 32
2021-11-22 11:56:12 LK Repeating  process in 3061
2021-11-22 11:56:13 LW Repeating  process in 31
2021-11-22 11:56:13 LK Repeating  process in 3060
2021-11-22 11:56:14 LW Repeating  process in 30
2021-11-22 11:56:14 LK Repeating  process in 3059
2021-11-22 11:56:15 LW Repeating  process in 29
2021-11-22 11:56:15 LK Repeating  process in 3058
2021-11-22 11:56:16 LW Repeating  process in 28
2021-11-22 11:56:16 LK Repeating  process in 3057
2021-11-22 11:56:17 LW Repeating  process in 27
2021-11-22 11:56:17 LK Repeating  process in 3056
2021-11-22 11:56:18 LW Repeating  process in 26
2021-11-22 11:56:18 LK Repeating  process in 3055
2021-11-22 11:56:19 LW Repeating  process in 25
2021-11-22 11:56:19 LK Repeating  process in 3054
2021-11-22 11:56:20 LW Repeating  process in 24
2021-11-22 11:56:20 LK Repeating  process in 3053
2021-11-22 11:56:21 LW Repeating  process in 23
2021-11-22 11:56:21 LK Repeating  process in 3052
2021-11-22 11:56:22 LW Repeating  process in 22
2021-11-22 11:56:22 LK Repeating  process in 3051
2021-11-22 11:56:23 LW Repeating  process in 21
2021-11-22 11:56:23 LK Repeating  process in 3050
2021-11-22 11:56:24 LW Repeating  process in 20
2021-11-22 11:56:24 LK Repeating  process in 3049
2021-11-22 11:56:25 LW Repeating  process in 19
2021-11-22 11:56:25 LK Repeating  process in 3048
2021-11-22 11:56:26 LW Repeating  process in 18
2021-11-22 11:56:26 LK Repeating  process in 3047
2021-11-22 11:56:27 LW Repeating  process in 17
2021-11-22 11:56:27 LK Repeating  process in 3046
2021-11-22 11:56:28 LW Repeating  process in 16
2021-11-22 11:56:28 LK Repeating  process in 3045
2021-11-22 11:56:29 LW Repeating  process in 15
2021-11-22 11:56:29 LK Repeating  process in 3044
2021-11-22 11:56:30 LW Repeating  process in 14
2021-11-22 11:56:30 LK Repeating  process in 3043
2021-11-22 11:56:31 LW Repeating  process in 13
2021-11-22 11:56:31 LK Repeating  process in 3042
2021-11-22 11:56:32 LW Repeating  process in 12
2021-11-22 11:56:32 LK Repeating  process in 3041
2021-11-22 11:56:33 LW Repeating  process in 11
2021-11-22 11:56:33 LK Repeating  process in 3040
2021-11-22 11:56:34 LW Repeating  process in 10
2021-11-22 11:56:34 LK Repeating  process in 3039
2021-11-22 11:56:35 LW Repeating  process in 9
2021-11-22 11:56:35 LK Repeating  process in 3038
2021-11-22 11:56:36 LW Repeating  process in 8
2021-11-22 11:56:36 LK Repeating  process in 3037
2021-11-22 11:56:37 LW Repeating  process in 7
2021-11-22 11:56:37 LK Repeating  process in 3036
2021-11-22 11:56:38 LW Repeating  process in 6
2021-11-22 11:56:38 LK Repeating  process in 3035
2021-11-22 11:56:39 LW Repeating  process in 5
2021-11-22 11:56:39 LK Repeating  process in 3034
2021-11-22 11:56:40 LW Repeating  process in 4
2021-11-22 11:56:40 LK Repeating  process in 3033
2021-11-22 11:56:41 LW Repeating  process in 3
2021-11-22 11:56:41 LK Repeating  process in 3032
2021-11-22 11:56:42 LW Repeating  process in 2
2021-11-22 11:56:42 LK Repeating  process in 3031
2021-11-22 11:56:43 LW Repeating  process in 1
2021-11-22 11:56:43 LK Repeating  process in 3030
2021-11-22 11:56:44 LW Repeating  process in 0
2021-11-22 11:56:44 LK Repeating  process in 3029
2021-11-22 11:56:45 LW Starting rundown download
2021-11-22 11:56:45 LK Repeating  process in 3028
2021-11-22 11:56:46 LK Repeating  process in 3027
2021-11-22 11:56:47 LK Repeating  process in 3026
2021-11-22 11:56:48 LK Repeating  process in 3025
2021-11-22 11:56:49 LK Repeating  process in 3024
2021-11-22 11:56:50 LK Repeating  process in 3023
2021-11-22 11:56:51 LK Repeating  process in 3022
2021-11-22 11:56:52 LK Repeating  process in 3021
2021-11-22 11:56:53 LK Repeating  process in 3020
2021-11-22 11:56:54 LK Repeating  process in 3019
2021-11-22 11:56:55 LK Repeating  process in 3018
2021-11-22 11:56:56 LK Repeating  process in 3017
2021-11-22 11:56:57 LK Repeating  process in 3016
2021-11-22 11:56:58 LK Repeating  process in 3015
2021-11-22 11:56:58 LW Converting from NSML to dict
2021-11-22 11:56:58 LW Calculating backtimes
2021-11-22 11:56:58 LW Converting dict to json
2021-11-22 11:56:59 LK Repeating  process in 3014
2021-11-22 11:57:00 LK Repeating  process in 3013
2021-11-22 11:57:01 LK Repeating  process in 3012
2021-11-22 11:57:02 LK Repeating  process in 3011
2021-11-22 11:57:03 LK Repeating  process in 3010
2021-11-22 11:57:04 LW Uploading json files to AWS
2021-11-22 11:57:04 LW Repeating  process in 59
2021-11-22 11:57:04 LK Repeating  process in 3009
2021-11-22 11:57:05 LW Repeating  process in 58
2021-11-22 11:57:05 LK Repeating  process in 3008
2021-11-22 11:57:06 LW Repeating  process in 57
2021-11-22 11:57:06 LK Repeating  process in 3007
2021-11-22 11:57:07 LW Repeating  process in 56
2021-11-22 11:57:07 LK Repeating  process in 3006
2021-11-22 11:57:08 LW Repeating  process in 55
2021-11-22 11:57:08 LK Repeating  process in 3005
2021-11-22 11:57:09 LW Repeating  process in 54
2021-11-22 11:57:09 LK Repeating  process in 3004
2021-11-22 11:57:10 LW Repeating  process in 53
2021-11-22 11:57:10 LK Repeating  process in 3003
2021-11-22 11:57:11 LW Repeating  process in 52
2021-11-22 11:57:11 LK Repeating  process in 3002
2021-11-22 11:57:12 LW Repeating  process in 51
2021-11-22 11:57:12 LK Repeating  process in 3001
2021-11-22 11:57:13 LW Repeating  process in 50
2021-11-22 11:57:13 LK Repeating  process in 3000
2021-11-22 11:57:14 LW Repeating  process in 49
2021-11-22 11:57:14 LK Repeating  process in 2999
2021-11-22 11:57:15 LW Repeating  process in 48
2021-11-22 11:57:15 LK Repeating  process in 2998
2021-11-22 11:57:16 LW Repeating  process in 47
2021-11-22 11:57:16 LK Repeating  process in 2997
2021-11-22 11:57:17 LW Repeating  process in 46
2021-11-22 11:57:17 LK Repeating  process in 2996
2021-11-22 11:57:18 LW Repeating  process in 45
2021-11-22 11:57:18 LK Repeating  process in 2995
2021-11-22 11:57:19 LW Repeating  process in 44
2021-11-22 11:57:19 LK Repeating  process in 2994
2021-11-22 11:57:20 LW Repeating  process in 43
2021-11-22 11:57:20 LK Repeating  process in 2993
2021-11-22 11:57:21 LW Repeating  process in 42
2021-11-22 11:57:21 LK Repeating  process in 2992
2021-11-22 11:57:22 LW Repeating  process in 41
2021-11-22 11:57:22 LK Repeating  process in 2991
2021-11-22 11:57:23 LW Repeating  process in 40
2021-11-22 11:57:23 LK Repeating  process in 2990
2021-11-22 11:57:24 LW Repeating  process in 39
2021-11-22 11:57:24 LK Repeating  process in 2989
2021-11-22 11:57:25 LW Repeating  process in 38
2021-11-22 11:57:25 LK Repeating  process in 2988
2021-11-22 11:57:26 LW Repeating  process in 37
2021-11-22 11:57:26 LK Repeating  process in 2987
2021-11-22 11:57:27 LW Repeating  process in 36
2021-11-22 11:57:27 LK Repeating  process in 2986
2021-11-22 11:57:28 LW Repeating  process in 35
2021-11-22 11:57:28 LK Repeating  process in 2985
2021-11-22 11:57:29 LW Repeating  process in 34
2021-11-22 11:57:29 LK Repeating  process in 2984
2021-11-22 11:57:30 LW Repeating  process in 33
2021-11-22 11:57:30 LK Repeating  process in 2983
2021-11-22 11:57:31 LW Repeating  process in 32
2021-11-22 11:57:31 LK Repeating  process in 2982
2021-11-22 11:57:32 LW Repeating  process in 31
2021-11-22 11:57:32 LK Repeating  process in 2981
2021-11-22 11:57:33 LW Repeating  process in 30
2021-11-22 11:57:33 LK Repeating  process in 2980
2021-11-22 11:57:34 LW Repeating  process in 29
2021-11-22 11:57:34 LK Repeating  process in 2979
2021-11-22 11:57:35 LW Repeating  process in 28
2021-11-22 11:57:35 LK Repeating  process in 2978
2021-11-22 11:57:36 LW Repeating  process in 27
2021-11-22 11:57:36 LK Repeating  process in 2977
2021-11-22 11:57:37 LW Repeating  process in 26
2021-11-22 11:57:37 LK Repeating  process in 2976
2021-11-22 11:57:38 LW Repeating  process in 25
2021-11-22 11:57:38 LK Repeating  process in 2975
2021-11-22 11:57:38 LW Repeating  process in 24
2021-11-22 11:57:39 LK Repeating  process in 2974
2021-11-22 11:57:40 LW Repeating  process in 23
2021-11-22 11:57:40 LK Repeating  process in 2973
2021-11-22 11:57:40 LW Repeating  process in 22
